Feature_(B_x / X_x),Feature_ratio_X_bx_bond_mean,Feature_(B_x / X_x)/(B_r_ion + X_r_ion),Feature_(B_x/B_r_ion)/(X_x/X_r_ion),Feature_ratio_ea_bx_bond_mean,Feature_delta_X_bx_bond_mean,Feature_(B_x/B_r_ion)-(X_x/X_r_ion),Feature_(B_ea - X_ea),SHAP_(B_x / X_x),SHAP_ratio_X_bx_bond_mean,SHAP_(B_x / X_x)/(B_r_ion + X_r_ion),SHAP_(B_x/B_r_ion)/(X_x/X_r_ion),SHAP_ratio_ea_bx_bond_mean,SHAP_delta_X_bx_bond_mean,SHAP_(B_x/B_r_ion)-(X_x/X_r_ion),SHAP_(B_ea - X_ea),SHAP_Sum,SHAP_AbsSum
0.5142465169639217,0.31406471671646496,0.6535447708732971,0.384697867330237,-2.174171248354312e-05,1.5078454311675533,1.3297998756985967,1.1414479249644653,1.3120599,0.2725957,0.024577385,0.32628486,0.14282696,-0.16499774,0.20558086,0.16163786,2.2805657,2.6105614
1.3894359259346492,1.6999205400173485,1.6852424997742634,0.7718871526424465,1.5917571811133848,1.3817066941317206,1.4612003192689242,0.29657106431384417,-1.0346413,-0.13824224,0.24910243,-0.23082787,-0.08234832,-0.03174551,-0.060344107,-0.122679055,-1.451726,1.9499308
1.7268316543587572,2.253601767791767,2.6193877980588094,1.2297728903963938,2.5258921765775657,1.2357407827142315,1.7731229432172206,2.4888922293294677,-1.0479705,-0.16355875,0.11124605,-0.25859496,-0.13646093,-0.03220497,-0.09201259,-0.121119134,-1.7406757,1.9631679
0.2820265690938748,0.256735538139679,0.3243810379555072,0.17275331210827838,0.06569889392681272,2.1366804615842403,0.84705346236324,1.1602261131493865,-1.0492603,-0.1652141,-0.09063424,-0.22044344,-0.17739157,0.018613148,-0.08892031,-0.13019782,-1.9034486,1.9406749
1.7040544418540478,1.718191424733681,1.802030921600013,1.1333683254436777,1.4449452222936916,0.8609642228781251,2.0351264403840625,0.335428319989024,-0.10737664,0.3860417,0.06793668,-0.259936,-0.052837797,-0.10080532,-0.13590795,0.03236302,-0.1705223,1.1432052
1.128989321979545,1.0425025417522538,1.4506236672081991,1.1909775534107365,0.8352618782412427,1.1293118170497634,2.1138224980420532,0.8155582943719901,1.7390708,0.38948378,0.09221785,0.4352059,0.26821926,0.9594648,0.50774187,0.21255174,4.6039557,4.6039557
1.589546747126549,2.2616358673700923,2.228211330590466,1.3482224858253788,2.757099305640462,1.489616806005852,1.9470495535568904,2.704516076487064,1.0978086,0.20549619,0.007065189,0.3044786,0.16645113,-0.08097418,-0.14045836,-0.28933695,1.2705302,2.2920692
0.4687326042890938,0.19072566984356287,0.4456774361919109,0.29874498794304877,0.05133866387638023,1.414081806988393,1.3614875233215094,1.280030585980815,-1.0996614,-0.13678062,-0.03058708,-0.2928965,-0.1572689,-0.038781345,-0.09677017,-0.11899886,-1.9717448,1.9717448
0.48633717378770736,0.1743166756946848,0.399906672334563,0.37037440440938546,0.049735440640640845,1.3596156925637988,1.5665144990986484,1.303177253110885,1.4381539,0.26071146,0.059705667,0.3637846,0.18969552,0.026896305,0.22520983,0.1492515,2.7134087,2.7134087
0.7335841781483232,0.39499433136221707,0.547912890525518,0.8627412202513731,0.0017150676220729355,1.0712651625477974,2.1639397460178866,1.6272634647534021,-1.2896956,-0.12719738,-0.12767987,-0.35093194,-0.14836168,-0.11983468,-0.13128972,0.019332252,-2.2756586,2.3143232
2.1120356844612287,1.9756730661631348,2.894968472920005,1.6431725896561593,2.1167418071675725,0.5942798791523796,2.2875570036114152,2.608696702160896,-0.79214144,-0.14546038,-0.04843683,-0.20616624,0.54452,0.022332123,-0.08583435,-0.11758677,-0.8287738,1.9624782
2.846589774711341,2.566702041073574,2.842840066112976,1.7283346373512507,0.6353618649049623,0.17818819058033453,2.4254559004253418,1.7891423048492432,-0.79123664,-0.14409287,-0.07956065,0.054611333,-0.09951975,-0.049855582,-0.00076986663,0.18137585,-0.9290482,1.4010226
1.734287797354063,1.9183753933927503,1.947859793233004,1.7297158234745988,1.3473547710823142,0.8656011037595159,2.4672508093751992,0.5880142360244154,-0.7615924,-0.10165496,-0.09450012,0.39533913,-0.060373724,-0.067467496,-0.0021878558,0.1480532,-0.54438424,1.6311688
0.1714752997157638,0.08910381767557451,0.1381554869252526,0.070165335609093,0.2545581273750721,2.206736066892151,0.6193141455815265,1.1721518971942197,-1.0951046,-0.07199485,0.07247792,-0.26535496,-0.13256754,-0.06733118,-0.06421391,-0.12500592,-1.7490951,1.894051
0.45152012117850293,0.2154308460858394,0.38911242388823175,0.333089624814844,0.05204829132605036,1.492297985221872,1.4656698556168797,1.1990833688245663,-1.1852201,-0.23854019,-0.09858532,-0.26203993,-0.16868694,-0.083665594,-0.06696479,-0.16059056,-2.2642934,2.2642934
2.1569693297016954,2.179867728437589,2.9458306432176897,1.9716029371436696,2.412567282250844,0.6246696076444005,2.5321623285057995,2.678923780930926,1.0297921,0.18323892,-0.0061648246,0.2873195,0.15622567,-0.10519318,-0.16703074,-0.3550756,1.0231118,2.2900405
1.4063102283349496,1.8376385157778536,1.8229649123441036,1.2441094220098854,1.4572596788313816,1.3998255029313038,2.012286292391572,0.5491569790957822,-1.0668653,-0.09450826,0.0734002,-0.2651922,-0.14647321,-0.06608444,-0.095912054,-0.12840424,-1.7900395,1.9368399
0.35280652032930604,0.3312446738570076,0.29172617639418075,0.29847136390757173,0.07027271166556875,1.9698618159426977,1.3606087226576118,1.3915605488520928,-0.6016809,-0.12382656,-0.080959946,-0.06295709,-0.081560895,-0.0031993443,-0.031801656,0.08125314,-0.90473324,1.0672395
0.9195648441344682,1.0269412158594224,1.5339766709987885,0.7421183984687423,0.8278789704336352,1.5535070108617137,1.4214963286477305,0.3760360900966466,1.1556624,0.17612946,0.02772499,0.3116819,0.15302029,-0.15065955,-0.11908849,-0.081257105,1.4732139,2.1752243
1.910201244514727,1.928855928502511,2.880598502037166,1.3103922654738294,2.073941725744264,0.8182049729474568,1.8942983449060131,2.2964150493019413,-1.141164,-0.36082608,-0.07586787,-0.2057599,-0.18206346,-0.07398407,-0.06591867,-0.15199512,-2.2575793,2.2575793
0.3876033408513,0.053640560835997775,0.21663014998659302,0.2579759130606086,0.219249054161999,1.3811965401681205,1.49748213392132,1.4191969214420368,1.118304,0.15240873,0.0021153141,0.30835956,0.07235041,-0.06612801,0.13693285,-0.49522695,1.229116,2.3518257
2.3476484488489353,2.3412138695398017,2.811574919553007,2.522105175738869,2.518023083028041,0.47090377291021396,2.8820657119660846,2.910258217887086,-1.1780326,-0.20982403,-0.054371074,-0.29942527,-0.16658482,-0.11382197,-0.074248336,-0.14317182,-2.23948,2.23948
1.3310599634774034,1.719086165846295,1.9483512471866407,0.9942895240146266,1.406567602841465,1.4705224737025453,1.6442659477174697,0.42191642767939364,-0.5798771,0.3045163,-0.0003019238,-0.452066,-0.07786564,-0.13868268,-0.19275181,0.03276736,-1.1042615,1.7788287
0.2154854159136952,0.09991227187933438,0.19630043840259703,0.20885315295661316,0.0647177991509933,2.200451881346863,1.0209800732669847,1.375849960306983,1.0960851,0.16312753,0.016216392,0.2993652,0.1826216,-0.08645989,-0.18319267,-0.3212949,1.1664684,2.3483632
0.24613306927191037,0.36363203323980087,0.43100806529052904,0.21519786315278516,0.011673304079346948,2.587476707055111,0.6554037426486126,1.21412063090711,1.4273685,0.17322421,-0.08719409,0.32638925,0.12356386,0.12838624,0.34739378,0.09849342,2.5376253,2.7120135
0.3257748721623055,0.3983599365291155,0.5268112020220852,0.2392120555607387,0.007472877446503462,2.283712805479263,0.7771860755117932,1.0216434521330369,1.4632806,0.24233724,0.026892334,0.35226342,0.12586217,0.23223944,0.31114757,0.0006147311,2.7546375,2.7546375
2.4297138303975743,2.8517593811648903,2.529542267305159,1.4084057930406988,0.7562054007023661,0.6278575152327173,2.1255095896365983,1.7734317163041329,1.2067417,0.14714716,0.030606944,0.32161653,0.13373274,-0.16562599,-0.08632202,0.068099506,1.6559966,2.1598926
0.35280652032930604,0.31417401316896965,0.29172617639418075,0.29847136390757173,0.0690144670705646,1.9414471777653821,1.3606087226576118,1.3915605488520928,-0.34646726,-0.05716529,-0.062012285,0.17924453,-0.0365324,0.016178286,0.053587917,0.2275961,-0.025570422,0.9787841
1.2936540079800651,1.6802358340972796,1.6764371628149783,0.6458661944763948,1.5812162135475705,1.5773891425681548,1.1569584514801943,0.08838329574120785,-1.2721158,-0.12891945,-0.12355516,-0.29002967,-0.14527294,-0.11794723,-0.080647476,0.057940196,-2.1005476,2.216428
1.2947583302989365,2.024023461621561,2.22566479889437,0.8583104939779649,2.871453700461269,2.0861205874233804,0.9951018454672342,2.5615649352721124,1.4376236,0.19563277,-0.08805103,0.3269959,0.12517288,0.1282006,0.36412147,0.10163104,2.5913272,2.7674294
1.7425254883961756,2.2550443293087525,2.8668003828517126,1.2860670337863587,2.7355735468972706,1.2452373757360675,1.7548389830837001,2.5359726409694274,-1.1020614,-0.090949595,0.07548042,-0.21275549,-0.12863338,-0.04694706,-0.054284662,-0.12853998,-1.6886913,1.8396521
1.1678051519912032,1.7150259015095595,1.6345738167258554,1.0106303997548483,1.531133646701937,1.8353090788610147,1.6726576430009445,0.5334463905506714,-1.2110983,-0.10653178,-0.08240678,-0.19326292,-0.10942766,-0.105663225,-0.07102117,0.16624518,-1.7131666,2.045657
1.2375450699180406,1.6687912867319012,1.9523380156676873,0.8418899206367252,1.3807523980762055,1.6479475002918864,1.3400240804928147,0.21372865910675642,-1.1752478,-0.2072407,-0.053629782,-0.31769112,-0.1689539,-0.109563954,-0.07508089,-0.143185,-2.2505932,2.2505932
0.13310599634774056,0.28398505729194334,0.34873390996929454,0.13617011640634807,0.014720811790773447,3.0902918274852937,0.15787193049434167,1.198410042362,-1.2981067,-0.124322586,-0.12530738,-0.35110494,-0.14850605,-0.12119307,-0.12974842,0.024728967,-2.27356,2.323018
0.47995351923922747,0.33111297096266856,0.64603729482351,0.3435316420747619,0.0003518204383698917,1.6231478876294625,1.199156768827753,1.0373540406781476,1.5682386,0.27619594,0.08112314,0.38322774,0.17667516,0.020306123,0.37276882,0.29481438,3.1733499,3.1733499
2.7572153265090593,2.6234135036367894,2.8161244722402996,1.6157859274507347,0.6436683203682841,0.2529680836439793,2.331415366077635,1.685048420562925,1.1439332,0.21153326,0.027396975,0.3117182,0.16603984,-0.05174649,-0.024223194,-0.30256134,1.4820905,2.2391524
3.1415926535897936,2.685819978959599,2.6809435595188944,2.438600358025683,0.650244580234763,0.0006217769055694156,2.840001048243935,2.0436234089354732,-0.3677773,-0.08811707,-0.05736542,-0.07188104,-0.046934046,0.024202703,-0.050527748,0.046541322,-0.6118586,0.7533467
2.846589774711341,2.5945577384830303,2.842840066112976,1.7283346373512507,0.640107468779329,0.18011858531975317,2.4254559004253418,1.7891423048492432,-0.92873615,-0.3090292,-0.15214522,-0.15299325,-0.15962893,-0.18162462,-0.0818082,-0.24472734,-2.210693,2.210693
1.2375450699180406,1.7103927340429224,1.9523380156676873,0.8418899206367252,1.4032312952498815,1.6838771058984003,1.3400240804928147,0.21372865910675642,1.2664018,0.25781894,0.054042675,0.37174445,0.19001384,-0.038037065,0.014869259,-0.041817922,2.0750358,2.234746
0.5082228982106558,1.0129638187357075,1.1023369004370722,0.450502052759504,1.1169686197255928,3.014311963115424,0.5222998292089516,0.6411859760668177,-1.1901541,-0.22527769,-0.11382845,-0.2825365,-0.16149539,-0.08495603,-0.07261208,-0.14704067,-2.2779007,2.2779007
2.1569693297016954,2.2739768508277596,2.9458306432176897,1.9716029371436696,2.476999132270695,0.6491733434960429,2.5321623285057995,2.678923780930926,-1.0459691,-0.23490989,-0.11162874,0.37819797,-0.02641555,-0.05400138,0.09486461,-0.13061279,-1.1304749,2.0766
0.5500842424935779,0.34112926006059285,0.6624107136421957,0.4277184241615328,0.0008220039758197184,1.435961739810336,1.4503270886385227,1.245541809250784,1.1276821,0.32938263,0.020133616,0.33029598,0.21057709,-0.058499645,-0.01953683,-0.27963537,1.6603997,2.3757434
1.2833766278068808,1.7310292751277918,1.9491329930062848,0.9165808170612151,1.4140295524167465,1.5907118199788406,1.4987310326612748,0.3178225433930759,1.2461281,0.22021991,0.0010664691,0.3479065,0.35902312,-0.17421316,-0.061667275,0.14175361,2.0802174,2.551978
0.13385800776258683,0.1142496440284324,0.036213587534621894,0.12392069181295146,0.28730297085464157,2.417547419665976,0.9519477080896566,1.4918696286381352,-1.0641958,-0.15266931,0.07037181,-0.26628298,-0.10343955,-0.050000966,-0.09450771,-0.131638,-1.7923625,1.9331061
0.3086942949399818,0.03203196377617901,0.2337153058676591,0.1412006731491764,0.21587165777462045,1.5854100041838715,1.0412848388974862,1.1878624857393305,1.4288489,0.2726748,0.058561314,0.36267185,0.12876038,0.09411874,0.16857792,0.10782089,2.6220348,2.6220348
1.6575695864498035,2.219115235555365,2.432127678818622,1.5209888446528754,2.9430569517168474,1.3620932391336935,2.08747254559183,2.8556903724133424,1.0283478,0.18981719,-0.006251629,0.28712058,0.15536274,-0.10497027,-0.16885851,-0.35489172,1.0256761,2.2956204
1.7983566578645407,2.2962342980014814,2.8568673325913356,1.39005228095368,2.768790075308771,1.1680416312980568,1.9135459352521602,2.640066525255746,-1.1655396,-0.2386413,-0.026646225,-0.251477,-0.15740679,-0.07482532,-0.049333386,-0.1494089,-2.1132786,2.1132786
1.0787401665901348,1.0455886982965394,1.4391385816566444,1.108384448676551,0.8345597197539903,1.2302676429300161,2.0197819631302716,0.7114644100856715,1.1815602,0.24214305,0.04818849,0.34522992,0.14413793,-0.13155635,-0.008887423,-0.032587305,1.7882285,2.1342907
2.9887469596044522,2.611388574415403,2.7522579440191013,2.070600365873643,0.6402719569974628,0.08845925399874577,2.6563520077285987,1.916382857519085,-1.0838344,-0.24948607,-0.042553417,-0.19703981,-0.15082882,-0.06569704,-0.026982939,-0.13313368,-1.9495562,1.9495562
1.9503858828641647,2.48842437081064,2.4137372718194725,0.8322220737217929,0.7671917502892045,1.1860377876401564,1.1541949989251747,1.526386690802863,-1.0904613,-0.2192181,-0.047923878,-0.18750058,-0.14285627,-0.028036958,0.011052955,-0.13721608,-1.8421601,1.864266
1.2948493096751554,1.0896174308423248,1.3110701805223077,1.7122012209266648,0.8450730350543645,0.8840893211186431,2.5283676452965715,1.0700393984582197,1.2289909,0.20749095,0.03541182,0.33634296,0.11563589,-0.18335624,-0.09202509,0.105155595,1.7536467,2.3044095
1.871989405636929,1.9731543263671745,1.7518006293844461,1.4730912676171886,1.563139043897145,0.7273331031292429,2.360063082035026,0.5667627569451845,1.0689678,0.29492772,0.033088304,0.38062224,-0.07126687,-0.10697199,0.03472912,0.21219236,1.8462887,2.2027664
0.1799789890061072,0.2302447454152905,0.23734576870751667,0.12438152665583752,0.07488689601036941,2.56391011475737,0.5665641773315993,1.248609407637141,-1.1295128,-0.17003219,-0.1120816,-0.31027135,-0.20907533,-0.0489896,-0.09587669,-0.13812232,-2.2139618,2.2139618
0.5416420922678329,0.200087444027093,0.3709711085963574,0.4848657405880356,0.050922454520270645,1.2540246665137387,1.8155732390771644,1.430417805780726,-1.2884421,-0.13651755,-0.1269306,-0.34400076,-0.13519658,-0.09950556,-0.13119829,0.02568406,-2.2361073,2.2874753
1.974579471506078,1.90478424347937,2.881864728381162,1.416537714249,2.0629744951808155,0.7319908954192147,2.0363866843647207,2.40050893358826,-0.34199145,-0.109708704,-0.07307504,0.008187229,-0.05513515,-0.02214766,0.0054547274,0.15107052,-0.43734553,0.7667705
1.5824454627082352,2.152547823024114,2.623242081548797,1.214604543912394,2.9177969588296424,1.4928785365675525,1.6330566502205193,2.7284498197435005,0.68559843,-0.09344012,-0.050825372,0.43019158,-0.09055844,0.23937032,0.1352106,0.20092233,1.4564693,1.9261172
1.5346146365185915,2.1823113390029,2.6392769637560165,1.121442808314964,2.953702237691598,1.6253368009840183,1.4557866042710332,2.624355935457182,-1.0482358,-0.16433242,0.114463426,-0.2590604,-0.13307314,-0.031957213,-0.09178845,-0.12021583,-1.7341998,1.9631267
1.9828517319178642,2.067759527676923,1.6971592162017002,1.747968293527959,1.6018180635401722,0.6269288616169157,2.5437121219862875,0.6940033083615731,-1.1117364,-0.16385469,-0.048137423,-0.30053002,-0.18978833,-0.065979704,-0.100069225,-0.13297221,-2.113068,2.113068
0.47604246076951706,0.05628950183377901,0.20931867202723842,0.38885444495272153,0.21920821243111868,1.1635058621242267,1.8224187755722836,1.6505313583981969,1.3942552,0.103723995,-0.108176865,0.31826568,0.052181996,0.4550368,0.33587778,-0.058304455,2.49286,2.8258228
